loc_id,city_id,category_id,regis,removal,pet_count,sum_store_score,category_raw_score,norm_city,norm_all,category_city_score,category_all_score,city_score,all_score,final_score,final_score_10
NTP003,NTP,1,35504,3140,32364,13.48383838526732,4.166307744798949,8.34,4.48,2.2518000000000002,1.2096000000000002,3.4771000000000005,2.8288,3.2826100000000005,3.46
NTP003,NTP,2,35504,3140,32364,13.197158681717355,4.077727932801061,0.5,0.5,0.045,0.045,3.4771000000000005,2.8288,3.2826100000000005,3.46
NTP003,NTP,3,35504,3140,32364,15.741192825080594,4.8637970662095515,6.0,5.37,0.66,0.5907,3.4771000000000005,2.8288,3.2826100000000005,3.46
NTP003,NTP,4,35504,3140,32364,27.936252855475004,8.63189125431807,2.18,5.29,0.327,0.7935,3.4771000000000005,2.8288,3.2826100000000005,3.46
NTP003,NTP,5,35504,3140,32364,10.86482153344476,3.357070057299703,0.5,0.5,0.065,0.065,3.4771000000000005,2.8288,3.2826100000000005,3.46
NTP003,NTP,6,35504,3140,32364,0.5257142857142857,0.16243798223775976,0.61,0.5,0.0183,0.015,3.4771000000000005,2.8288,3.2826100000000005,3.46
NTP003,NTP,7,35504,3140,32364,0.7,0.21628970461006053,0.5,0.5,0.11,0.11,3.4771000000000005,2.8288,3.2826100000000005,3.46
NTP004,NTP,1,16764,1066,15698,12.242384796774827,7.798690786580982,9.5,9.5,2.5650000000000004,2.5650000000000004,4.4964,4.9042,4.618740000000001,4.86
NTP004,NTP,2,16764,1066,15698,9.492736925274869,6.047099582924493,0.65,0.94,0.058499999999999996,0.0846,4.4964,4.9042,4.618740000000001,4.86
NTP004,NTP,3,16764,1066,15698,10.938235443694749,6.967916577713561,9.5,8.5,1.045,0.935,4.4964,4.9042,4.618740000000001,4.86
NTP004,NTP,4,16764,1066,15698,16.961903454273944,10.805136612481808,4.54,7.09,0.6809999999999999,1.0635,4.4964,4.9042,4.618740000000001,4.86
NTP004,NTP,5,16764,1066,15698,9.384584231642018,5.9782037403758554,1.13,1.97,0.1469,0.2561,4.4964,4.9042,4.618740000000001,4.86
NTP005,NTP,1,35102,2238,32864,14.864175205912623,4.522935493522585,9.41,5.04,2.5407,1.3608,5.6362000000000005,4.368,5.25574,5.53
